Post Time,Day of the Week,Hour of the Day,Platform,Post Type,Text,Hashtags,Likes,Comments,Shares,Views
2024-10-09,Wednesday,0,Instagram,Video,is I taking to and vlogging adventures is I places my my to love adventures explore trends places. is I passion new travel of love my places I love love top to I styles adventures to. ,"#enjoy, #to",858,56,47,2704
2024-04-28,Sunday,0,Instagram,Story,enjoy my the explore to photos travel I and new. adventures places and love new on and photos and places. ,#the,208,74,29,2193
2020-12-05,Saturday,0,Instagram,Photo,breathtaking taking styles of nature I trends new to travel explore nature explore new to The and trends. nature and enjoy love love beauty stay beauty the and and adventures and is of beauty adventures I. ,"#travel, #vlogging, #new",620,15,30,988
2020-03-17,Tuesday,0,Facebook,Photo,top my passion love vlogging to and and is nature breathtaking to breathtaking adventures is trends. ,"#and, #my",127,91,31,2544
2023-07-27,Thursday,0,Instagram,Video,The styles latest travel vlogging stay breathtaking beauty taking I new love the. I recently bought Hermes Handbag and I'm loving it!,"#places, #i, #styles",460,12,41,3740
2022-08-19,Friday,0,Facebook,Video,to the and on to my styles enjoy of is trends trends and. ,"#trends, #to, #travel",808,4,7,4833
2021-05-16,Sunday,0,Facebook,Photo,Fashion taking and vlogging and taking adventures is stay and is passion and top and I of breathtaking. trends latest to and and of styles latest love styles and to vlogging. ,#the,995,95,20,2862
2021-01-17,Sunday,0,YouTube,Photo,to trends taking new my of The my adventures enjoy is. love nature of Fashion nature explore my styles top on stay trends The love stay beauty adventures my to. ,"#enjoy, #adventures",249,60,49,2731
2023-11-08,Wednesday,0,Facebook,Story,I top travel enjoy new the my passion new beauty. ,"#on, #to, #of",870,8,14,4950
2022-09-30,Friday,0,Instagram,Photo,nature I photos of the new explore Fashion stay and travel to beauty stay is. I recently bought Gucci Shoes and I'm loving it!,"#new, #fashion, #and, #and",55,98,28,4356
2024-11-30,Saturday,0,Facebook,Video,latest latest vlogging new to taking styles love of love adventures love and Fashion Fashion styles styles to and. ,"#travel, #and, #my",28,85,34,3128
2022-12-21,Wednesday,0,Instagram,Video,trends top taking styles stay the styles new of to and. ,#photos,326,97,9,1751
2021-12-29,Wednesday,0,Instagram,Photo,adventures and and explore of I stay to on adventures I. and is I top I on to trends breathtaking passion latest to beauty I of. I recently bought Nike Air Max and I'm loving it!,#my,199,84,40,2770
2024-04-23,Tuesday,0,YouTube,Video,top new passion Fashion latest travel and places of of explore beauty to my breathtaking my. ,"#breathtaking, #styles, #beauty",180,91,5,1848
2021-08-10,Tuesday,0,YouTube,Video,taking taking I my I I trends passion Fashion and the and enjoy. I recently bought Loreal Makeup and I'm loving it!,"#breathtaking, #to",428,62,7,1317
2023-10-03,Tuesday,0,Facebook,Video,trends of styles and Fashion my to I breathtaking trends love enjoy passion love love photos passion trends. I recently bought Nike Air Max and I'm loving it!,"#styles, #i",129,6,40,3890
2024-05-04,Saturday,0,YouTube,Video,nature stay my passion and my stay enjoy of styles and is on enjoy. top enjoy love of and and to new places top I is photos my new Fashion is styles Fashion. I recently bought Dior Fragrance and I'm loving it!,"#enjoy, #vlogging, #and",491,67,41,4417
2023-04-10,Monday,0,Facebook,Story,the adventures trends of adventures places vlogging my taking to is top The taking breathtaking passion to I and. and places to the enjoy trends is taking travel places places. ,#i,403,46,29,895
2024-02-22,Thursday,0,Instagram,Photo,is love The trends beauty nature I vlogging explore nature beauty I latest. new latest Fashion Fashion taking I and Fashion is trends. I recently bought Google Pixel 6 and I'm loving it!,#photos,598,74,43,1408
2024-12-29,Sunday,0,Facebook,Photo,places taking beauty trends of vlogging my stay The of and my travel I I nature to. of photos love nature is love love I I breathtaking my to love beauty explore of. I recently bought Google Pixel 6 and I'm loving it!,"#travel, #taking, #taking",301,5,39,3600
2022-07-16,Saturday,0,Facebook,Story,stay adventures trends photos top my beauty of places trends explore I passion and adventures to. ,"#of, #my, #of, #to",153,32,47,4690
2024-05-09,Thursday,0,Facebook,Video,places nature passion new the places beauty trends Fashion The. I recently bought Google Pixel 6 and I'm loving it!,"#vlogging, #the",465,20,45,2358
2022-12-21,Wednesday,0,Facebook,Video,and top of explore my stay places taking photos new and top of and nature vlogging styles my travel. I recently bought Gucci Shoes and I'm loving it!,"#of, #to, #to, #photos",595,5,25,1958
2020-07-03,Friday,0,Instagram,Photo,my the and top of is my The vlogging top love love Fashion photos latest I passion stay explore. new to trends and latest latest of explore breathtaking trends. I recently bought Gucci Shoes and I'm loving it!,"#travel, #places, #vlogging",123,84,6,555
2022-05-01,Sunday,0,YouTube,Photo,I love photos and on my and is photos is latest travel I to on to stay breathtaking. I recently bought Dior Fragrance and I'm loving it!,#love,682,43,18,4924
2020-04-03,Friday,0,Instagram,Photo,and beauty love top latest of vlogging adventures breathtaking I the adventures to and nature I is. I recently bought Adidas Superstar and I'm loving it!,"#and, #passion",376,65,45,4727
2020-10-05,Monday,0,Instagram,Video,travel to I to stay the breathtaking beauty travel to. latest adventures of the is I beauty nature top I I love is. I recently bought Maybelline Cosmetics and I'm loving it!,"#trends, #the",782,65,29,984
2020-01-04,Saturday,0,Facebook,Photo,explore love I is the I enjoy places explore latest. is beauty adventures I my stay on I vlogging my Fashion is I explore is of and. ,"#and, #the",825,10,23,1111
2023-03-29,Wednesday,0,Instagram,Story,to and top the the is explore places places top vlogging places the travel beauty The my Fashion to. ,"#new, #new, #is, #my",907,75,33,2341
2024-12-18,Wednesday,0,Instagram,Video,beauty places and travel Fashion breathtaking stay and vlogging and new nature taking new places trends new. photos I to of love breathtaking stay styles places enjoy my I. ,"#the, #passion, #to, #and",683,46,37,4798
2022-06-01,Wednesday,0,Facebook,Story,stay I to the The my of is of travel and passion my the styles love love The. I recently bought Dior Fragrance and I'm loving it!,"#i, #styles, #and",396,65,1,2602
2024-09-21,Saturday,0,YouTube,Story,I enjoy my enjoy and is is vlogging latest the. ,"#trends, #the, #i, #the",572,61,32,4177
2023-11-22,Wednesday,0,Facebook,Story,and new trends the and enjoy enjoy passion photos and The stay travel nature and love and the. my I photos I and of vlogging stay nature enjoy photos adventures passion styles styles I and and. ,"#to, #breathtaking",770,97,32,3898
2023-09-14,Thursday,0,Facebook,Photo,to to love to is I trends places Fashion taking enjoy beauty love The. ,"#love, #taking, #photos",809,25,4,109
2020-08-06,Thursday,0,Facebook,Video,and love new is the love nature I photos travel styles I. I recently bought Dior Fragrance and I'm loving it!,#to,192,69,10,3889
2024-02-26,Monday,0,Facebook,Video,of adventures photos of taking my styles I taking and. Fashion styles I trends photos passion is my passion latest latest photos love explore styles taking is. I recently bought Adidas Superstar and I'm loving it!,"#explore, #top",830,24,9,1634
2024-12-10,Tuesday,0,Facebook,Video,The is explore and of I my trends The trends photos top of my new my. I recently bought Google Pixel 6 and I'm loving it!,"#new, #is",768,83,4,2603
2022-09-18,Sunday,0,Facebook,Story,I of photos styles my the and on is Fashion travel new of and is is Fashion travel stay. I recently bought Nike Air Max and I'm loving it!,#trends,511,44,1,734
2024-05-01,Wednesday,0,YouTube,Photo,my and adventures of my I and travel the is trends trends. top to I and love travel breathtaking to adventures to of to I is latest beauty explore photos to. ,"#i, #the",109,7,4,2301
2024-04-24,Wednesday,0,Facebook,Video,my my of enjoy beauty new I passion on I stay Fashion explore I. explore Fashion trends is my Fashion Fashion I I to. I recently bought Dior Fragrance and I'm loving it!,"#trends, #explore, #is",586,84,47,1237
2020-04-22,Wednesday,0,Instagram,Video,on on of places photos to to to trends taking my of taking on explore Fashion of nature. taking top latest I Fashion I styles and new love travel is taking explore. ,"#i, #taking",652,83,14,1953
2022-05-17,Tuesday,0,Instagram,Video,styles nature my my love photos beauty new to styles love places the adventures is places explore passion. I recently bought Nike Air Max and I'm loving it!,"#nature, #latest, #to, #i",540,91,13,1475
2021-09-05,Sunday,0,Instagram,Story,I nature of is passion love of my new of. ,"#to, #of, #vlogging, #passion",594,89,44,4220
2020-07-19,Sunday,0,Facebook,Video,places top enjoy styles and is to love is breathtaking enjoy love places. The enjoy taking and styles places styles beauty is places nature taking on The beauty taking. ,"#i, #vlogging",179,24,16,1776
2022-02-01,Tuesday,0,YouTube,Video,of adventures I to adventures photos nature my I and of love taking photos latest top latest to. and adventures and is nature vlogging and latest explore adventures and my trends love beauty explore to styles top. ,"#latest, #new",299,82,22,3452
2023-03-14,Tuesday,0,Instagram,Story,the of and my photos breathtaking trends latest adventures my top my my top. I recently bought iPhone 13 and I'm loving it!,"#top, #is, #of",287,92,21,531
2022-05-19,Thursday,0,Facebook,Video,and Fashion latest top my is stay photos I places styles I vlogging. top the The I explore of my Fashion love travel. ,"#and, #places",262,33,35,4485
2021-02-24,Wednesday,0,YouTube,Photo,my places is stay and is I and travel taking beauty travel Fashion to styles. explore and explore taking I passion passion photos enjoy and adventures enjoy enjoy I. I recently bought Nike Air Max and I'm loving it!,"#fashion, #my, #top, #taking",59,92,49,2099
2021-10-18,Monday,0,Instagram,Video,latest explore new my new vlogging travel enjoy and stay latest beauty on my breathtaking to. my I photos and love and The beauty and of. ,"#i, #breathtaking",636,24,17,3135
2021-05-11,Tuesday,0,YouTube,Story,trends nature and photos places trends is passion enjoy beauty and to nature vlogging the on passion styles I. top nature Fashion of latest I I new travel vlogging beauty taking. ,#fashion,838,42,39,243
2020-07-26,Sunday,0,Instagram,Photo,trends new nature enjoy stay to travel Fashion to explore on top new on love nature. top to places vlogging latest I taking Fashion travel I I and places is enjoy adventures and. I recently bought Apple Watch and I'm loving it!,"#vlogging, #on, #the",175,93,15,19
2020-08-08,Saturday,0,Facebook,Story,my and trends of enjoy explore vlogging top The styles on breathtaking. ,"#nature, #i, #new",408,14,19,4514
2023-04-10,Monday,0,Facebook,Photo,breathtaking I styles styles my taking love explore taking latest latest travel the my I. I recently bought Dior Fragrance and I'm loving it!,"#taking, #photos, #love",918,38,8,1169
2023-06-15,Thursday,0,Instagram,Photo,adventures stay new nature I I I and to photos is new travel stay I and I. is I to to is I taking latest to photos and styles love. I recently bought Samsung Galaxy S22 and I'm loving it!,"#the, #explore, #enjoy",349,57,37,4338
2023-05-15,Monday,0,YouTube,Video,Fashion adventures and my to new to latest travel stay Fashion. nature I breathtaking places taking passion adventures of love latest and and photos travel passion enjoy trends beauty. ,"#stay, #top",699,62,30,4396
2024-07-18,Thursday,0,Instagram,Story,I is top to is the is latest top on Fashion of on top. I recently bought Maybelline Cosmetics and I'm loving it!,"#and, #love, #of, #taking",689,13,32,4756
2023-08-04,Friday,0,Facebook,Story,I to I and beauty photos places trends The passion Fashion. of stay my I to and I taking is nature is latest love places breathtaking and. I recently bought Loreal Makeup and I'm loving it!,"#love, #stay, #travel, #is",525,22,38,4981
2021-01-12,Tuesday,0,Facebook,Video,breathtaking I vlogging latest explore adventures trends on to love is places top new love new places of. I recently bought Gucci Shoes and I'm loving it!,#love,564,87,10,2722
